"journal","n.useable.papers","n.authors","gender.ratio.of.sample","observed.alpha","lower.95.CI","upper.95.CI","alpha.adjusted","lower.95.CI2","upper.95.CI2","two.tail.p.value"
"Acta Crystallogr D Biol Crystallogr",72,289,21.4532871972318,0.0427348096773988,-0.0679431001354898,0.0919046704597722,0.0477608101560069,-0.0564265126444954,0.097042210703089,0.412
"Acta Crystallogr Sect F Struct Biol Cryst Commun",187,988,34.5141700404858,0.0280147754944584,-0.0103819128393672,0.062165733938262,0.0281145848329376,-0.0112997875304399,0.0630295555199599,0.209
"Acta Cytol",61,258,43.0232558139535,0.00860452289023717,-0.0657667750816244,0.133738694438666,0.00937409712919923,-0.0521592280713453,0.132058131799195,0.869
"Acta Derm Venereol",97,406,39.1625615763547,0.0685806194247107,0.00023573177061851,0.163799354510069,0.0728205976964665,0.00825046648948419,0.166704188076445,0.086
"Acta Neuropathol",52,257,29.9610894941634,0.0451460180031609,-0.0520023002341844,0.163958576898278,0.0501532330103759,-0.0430477346264392,0.164518253515183,0.33
"Acta Obstet Gynecol Scand",126,506,48.8142292490119,0.0534672737680256,-0.0357491051549955,0.10088069179518,0.0571655973911613,-0.0261289334020089,0.101322862293774,0.147
"Acta Oncol",85,392,29.8469387755102,0.0731124989092903,0.0218723250275914,0.175928055773482,0.077884386162461,0.0198267287555334,0.18223519562204,0.053
"Acta Ophthalmol Scand",84,347,34.2939481268012,0.0664705355826541,-0.031563078512896,0.121662882545464,0.0740410637939387,-0.0279780465635903,0.12069491660122,0.12
"Acta Orthop",97,402,11.6915422885572,0.0728019178903208,0.00160219807085858,0.119416872844504,0.0766976326041355,0.00568908119902986,0.119100604696894,0.08
"Acta Orthop Belg",97,332,8.13253012048193,-0.0253632867840518,-0.0685499851575253,0.0413133577965126,-0.0174701477433719,-0.0620900163114685,0.0461936742463726,0.658
"Acta Orthop Traumatol Turc",50,218,3.21100917431193,0.0652222974497857,-0.0408163265306123,0.200646745230079,0.0983976529000227,-0.00448154831545344,0.235961201462224,0.148
"Acta Otolaryngol",86,388,25,0.00942562592047125,-0.0433195425606141,0.0989913161800879,0.0132875143184421,-0.0363474661168622,0.101791365222874,0.825
"Acta Paediatr",242,1037,42.3336547733848,0.0420615904843894,-0.00326985649920744,0.0850857603292384,0.0447150158722903,0.00249346867754324,0.0885530740746211,0.098
"Actas Dermosifiliogr",184,949,45.2054794520548,0.0503253018025746,0.00982295712688447,0.0930770174162441,0.0520771736680828,0.0104333388263548,0.100048167761345,0.03
"Addict Behav",125,479,44.258872651357,0.0319398034577174,-0.0484160893520781,0.0844118521385341,0.0344267834568874,-0.0431304185580231,0.0952967566156934,0.431
"Addiction",109,392,38.5204081632653,0.0289393897758603,-0.0683712772348672,0.071263441257163,0.0349573612523243,-0.0618060943040555,0.0771720062170308,0.548
"Adv Exp Med Biol",177,635,30.2362204724409,0.0835685371344231,-0.00558562876181314,0.130145595654399,0.0850247708670395,-0.00651480311000954,0.136000655944641,0.025
"Adv Neurol",65,170,34.1176470588235,0.00990353037766833,-0.13844095411078,0.111664770074696,0.0174466338259441,-0.129995041163639,0.121255063833574,0.929
"Aesthetic Plast Surg",53,208,22.1153846153846,0.161710502773305,-0.016291936886727,0.354601127785443,0.169797817140812,-0.00905306016236661,0.374963210424855,0.008
"Age Ageing",76,299,41.1371237458194,0.0171897546897546,-0.0488399577830825,0.0984776698468016,0.0228629940520185,-0.0407079948097893,0.102075432961479,0.742
"Aging Clin Exp Res",67,324,43.5185185185185,0.12014549803179,0.033981609911299,0.197605537948276,0.123170063281678,0.0404367001990336,0.203117240345913,0.005
"Alcohol Clin Exp Res",120,583,42.0240137221269,0.0396278218247005,-0.00114521103208537,0.102708735690694,0.0431869321411291,0.00431425716593163,0.102657773382738,0.196
"Am Fam Physician",112,269,38.2899628252788,0.0859223300970875,-0.0768213956812348,0.198373029860012,0.0857439466604282,-0.0838879794167789,0.203017858272994,0.263
"Am Heart J",212,1369,25.2739225712199,0.0728264449061832,0.0206691024558653,0.0998885632075126,0.0736155687491015,0.0186072719893196,0.101232216299222,0
"Am J Bioeth",51,137,37.2262773722628,0.225055913838404,0.0881870564358773,0.41943224941767,0.230252100840336,0.0952982922127334,0.430346212289825,0.023
"Am J Cardiol",360,2124,20.5273069679849,0.0613369675782716,0.0296839205893301,0.0961651298940002,0.0620105400328182,0.0269663702391701,0.0975958589725961,0
"Am J Clin Nutr",163,831,48.1347773766546,0.0412226524442301,-0.00717309026416986,0.0853638529695237,0.0437534438685831,-0.00766892142225003,0.0866164080510309,0.104
"Am J Clin Oncol",56,316,28.1645569620253,0.0511271895620755,-0.036500090356254,0.0705127021755699,0.0561181403581048,-0.0300377701852111,0.0752694388542375,0.174
"Am J Clin Pathol",115,495,37.5757575757576,0.0586476369439101,0.0145645364609941,0.134190001418716,0.064415773094915,0.0206856619656548,0.13813606737959,0.103
"Am J Dent",57,239,36.8200836820084,0.0763682233880909,-0.034945375643197,0.198141367197197,0.0808092156188183,-0.0351692982866213,0.204496832167048,0.151
"Am J Dermatopathol",58,232,33.1896551724138,0.200748498813015,0.0924831657167476,0.284314263687458,0.203457617651166,0.100440257966046,0.292613969846869,0
"Am J Emerg Med",84,297,22.8956228956229,0.0626224725698139,-0.0168814630052293,0.139516962875327,0.0685708781329125,-0.00832846111691093,0.1474089837963,0.236
"Am J Epidemiol",129,642,43.4579439252336,0.0458652695389565,-0.0153724451760968,0.0780375669194436,0.0479450226139997,-0.0143323061774801,0.0787506061289623,0.115
"Am J Gastroenterol",186,985,26.8020304568528,0.0934566294427913,0.062147552168247,0.154314970776032,0.0973060157333105,0.0658453460510937,0.159622220492521,0
"Am J Geriatr Psychiatry",66,329,37.3860182370821,0.0206323835083011,-0.054168303841197,0.0721717299200382,0.0263038168407575,-0.0509008656933458,0.0781047107122798,0.635
"Am J Health Syst Pharm",130,441,46.2585034013605,0.173669024571854,0.0760977625832508,0.254714251342432,0.174283320923306,0.0792471842169599,0.255937176880105,0
"Am J Hematol",94,465,35.9139784946237,0.0947780852484867,0.0481553796393742,0.194501122200459,0.0966674795619256,0.0466989231969304,0.206835951836209,0.006
"Am J Hum Genet",60,502,36.0557768924303,0.0439016389063716,-0.00989943620897597,0.0675970430409408,0.0455347730996712,-0.00812797697499942,0.0696874963736457,0.084
"Am J Hypertens",86,450,27.5555555555556,0.0591603997625174,0.0101890245041445,0.128307046990225,0.061963720279325,0.00622592137726181,0.130588876454698,0.077
"Am J Ind Med",50,203,39.9014778325123,0.0109975488542581,-0.080072974978606,0.0994165746844649,0.0158632980278396,-0.0729539199632894,0.104512459115537,0.84
"Am J Infect Control",62,286,51.048951048951,0.0883843537414967,-0.0271802108557481,0.144337122320604,0.0922150778119468,-0.0173161213218398,0.154402398882339,0.052
"Am J Kidney Dis",170,845,31.4792899408284,0.0337155918304386,-0.00205844097701101,0.0854570706090043,0.0365093751620302,-0.00107755594413903,0.0933606987540198,0.182
"Am J Manag Care",60,258,39.5348837209302,0.135436867054514,0.0792146971921153,0.283131457069772,0.140059613589025,0.0844633005259111,0.294157851686217,0.005
"Am J Med",185,691,30.3907380607815,0.165708469994184,0.0764858462933855,0.197740503894335,0.168335171906601,0.0799831973843574,0.19919654353652,0
"Am J Med Genet",169,951,48.7907465825447,0.0785186733332046,0.0258810422357025,0.104526196034685,0.0803376547895683,0.0265478079783004,0.109970879449257,0.001
"Am J Obstet Gynecol",307,1469,43.3628318584071,0.055216947903614,0.0358710837437688,0.10568728181318,0.0559463417409601,0.0336671631841487,0.106321851081176,0.004
"Am J Occup Ther",50,166,80.7228915662651,0.0076648009950249,-0.0498720760233918,0.16889908724514,0.0188870985979195,-0.0499236763062372,0.182232328979786,0.936
"Am J Ophthalmol",241,970,28.9690721649485,0.0513141483731694,0.01535568167232,0.114592764684897,0.0535702705346162,0.0188216666392546,0.120627425558404,0.058
"Am J Orthod Dentofacial Orthop",118,447,27.2930648769575,0.0394854981084489,-0.0340007387226151,0.133893578644096,0.044436948297604,-0.0262796547411453,0.132224778718616,0.335
"Am J Orthop",54,173,14.4508670520231,-0.0754054054054054,-0.157596986346986,0.00413472566290485,-0.0568873873873874,-0.137676196948325,0.0201292877303075,0.335
"Am J Pathol",109,675,42.5185185185185,0.065776172173672,0.026087410753271,0.133123389751342,0.0677303003401282,0.0240474100299292,0.132986250345783,0.012
"Am J Phys Anthropol",76,273,42.8571428571429,-0.013921263921264,-0.0896760150469217,0.0925420217332152,-0.00477046102046108,-0.0753063064817949,0.10123522381992,0.799
"Am J Phys Med Rehabil",65,242,36.7768595041322,0.0761149403581658,-0.0139636283329251,0.234821900346094,0.0815391824644964,-0.0109940827694935,0.236481323446107,0.184
"Am J Physiol Cell Physiol",105,466,38.412017167382,0.0247184998357793,-0.053377106953873,0.0655984047987926,0.028756953115079,-0.0520701032077499,0.0624577806933075,0.522
"Am J Physiol Endocrinol Metab",119,621,33.3333333333333,0.0658442604094778,0.000491598662678914,0.107985862859059,0.0665904646882908,0.000757387590863318,0.107076087727339,0.015
"Am J Physiol Gastrointest Liver Physiol",83,447,36.4653243847875,0.0962887648081634,0.0128292881359829,0.128720802715804,0.0992588316591383,0.0132003974973119,0.127184297917314,0.007
"Am J Physiol Heart Circ Physiol",206,890,28.876404494382,0.0647660534986038,0.00993604037577395,0.126595272962108,0.0666485964400289,0.0120142493962575,0.126418537415873,0.022
"Am J Physiol Lung Cell Mol Physiol",85,422,34.5971563981043,-0.0151142691270744,-0.0696747934598497,0.0564052150947838,-0.010444168778743,-0.0660738893178235,0.0554167457227896,0.674
"Am J Physiol Regul Integr Comp Physiol",154,646,36.3777089783282,0.0583038379714882,0.00528393120859265,0.124498774696272,0.0586801739729212,0.00224108161216772,0.121491429159547,0.078
"Am J Physiol Renal Physiol",90,362,31.767955801105,-0.0141983721846421,-0.0411181842017748,0.10732982223285,-0.013062841049111,-0.0378110562511662,0.106332809214812,0.743
"Am J Prev Med",128,545,47.5229357798165,0.0432087217801503,-0.0218279135507142,0.108367641788134,0.0474559224559225,-0.0158798848523306,0.112478679850607,0.224
"Am J Psychiatry",204,901,34.850166481687,0.105193876389853,0.0549999736555195,0.160784202496805,0.106252284682226,0.0641813729605277,0.15958776555846,0
"Am J Public Health",170,641,51.4820592823713,0.144155565763283,0.0900479849578298,0.225788960642784,0.147932266316511,0.0887123627748207,0.235828119606239,0
"Am J Respir Cell Mol Biol",58,271,35.7933579335793,0.211102262275387,0.0525477107866555,0.205058796471245,0.212183188169679,0.04579307491012,0.208371586090403,0
"Am J Respir Crit Care Med",200,1106,28.4810126582278,0.0745478105107267,0.0281683511811503,0.0906159712075972,0.0754379754253333,0.0264117464101348,0.0934220943218352,0
"Am J Rhinol",56,224,16.9642857142857,-0.05429164308621,-0.117764468988578,0.0353919442589247,-0.0496510092435389,-0.110029249999017,0.0419973049549497,0.328
"Am J Sports Med",116,495,15.7575757575758,0.0863770522043904,0.0408817347562873,0.196008899773877,0.089240146344463,0.0337145541254035,0.204075183716348,0.02
"Am J Surg",117,539,29.6846011131725,0.16732822119613,0.0645859454668964,0.222537597988955,0.169490206317795,0.0736044415755129,0.232510100693355,0
"Am J Surg Pathol",98,433,33.0254041570439,0.0137462537462537,-0.0478393099212175,0.0699399480369158,0.0156867844798879,-0.0469263324750678,0.0671026938039113,0.708
"Am J Trop Med Hyg",127,682,37.5366568914956,0.0242231791747637,-0.0257451393989236,0.0618259449495987,0.0246179948727264,-0.0198821839193642,0.0585169817523314,0.381
"Am J Vet Res",200,883,38.7315968289921,0.0322470789831428,-0.00653826518955149,0.0968951330241802,0.0340317959614584,-0.00204755519326716,0.100038985733553,0.219
"Am Nat",82,238,22.6890756302521,0.215130166398282,0.0439957435853931,0.317406788213501,0.219685990338164,0.0585627381100883,0.320036444410791,0
"Am Surg",109,445,18.4269662921348,0.102149144277747,0.0153990766626285,0.15285262493096,0.105337772189213,0.0202332860427529,0.155507587820933,0.003
"Anadolu Kardiyol Derg",54,223,20.627802690583,0.127665192827315,0.0052259664742928,0.349712212408092,0.133651056836392,0.0211634786660338,0.344555067025465,0.02
"Anaerobe",50,191,47.1204188481675,0.0145324532453246,-0.0887346298433201,0.163706662473101,0.0213623028969565,-0.0654547103377974,0.167479800015438,0.816
"Anal Bioanal Chem",225,867,32.9873125720877,0.0288418122325179,-0.00784636500333092,0.0865252956706627,0.0317884711387293,-0.00481181815145239,0.0918326831674622,0.35
"Anal Biochem",180,745,32.6174496644295,0.0400650321829801,-0.0194534541869206,0.088289533746969,0.0423945507407953,-0.0141271263532273,0.0889821032633216,0.217
"Anal Chem",428,1601,25.421611492817,0.075567194160159,0.0396372345261919,0.126508825367628,0.076839528786765,0.0391209849970206,0.125752364793777,0.001
"Anal Sci",87,288,32.9861111111111,0.135554949550041,0.0226624851353482,0.248546069719754,0.142154349604581,0.0302247834346264,0.261159909471889,0.02
"Analyst",64,230,30.4347826086957,0.146887755102041,-0.0128373096791417,0.233266138268058,0.158271683673469,-0.00938720344803389,0.249699230577899,0.016
"Anat Rec A Discov Mol Cell Evol Biol",57,222,40.0900900900901,0.0127855754957216,-0.0681999666178915,0.159356897816676,0.0188887145632942,-0.063578845278785,0.16876347954587,0.833
"Anesth Analg",377,1650,23.0909090909091,0.0837160425868753,0.0431784175764235,0.12434432949067,0.08383174423922,0.0444562690249044,0.124889714836953,0
"Anesthesiology",180,778,25.706940874036,0.0524815043664525,0.00386824282113669,0.09387353338486,0.0549197835997144,0.00757274823995573,0.0998575254179911,0.088
"Angew Chem Int Ed Engl",567,2205,18.5034013605442,0.0037276179253003,-0.022160342029501,0.04507233349785,0.00477223253848502,-0.0197421866160889,0.0460938416216405,0.849
"Angle Orthod",79,273,28.9377289377289,0.130732089260081,0.00551643745085273,0.256346175035934,0.136862194962808,0.00641599979958901,0.254628788875056,0.04
"Ann Acad Med Stetin",50,174,56.3218390804598,0.271106337271751,0.154573593073593,0.43184765252701,0.278285637563296,0.151046569038124,0.429875471404642,0.001
"Ann Allergy Asthma Immunol",112,480,37.0833333333333,0.0581144430389167,-0.0120705020181806,0.107824650225886,0.0627704017093109,-0.0044458004750116,0.110004622471696,0.124
"Ann Biomed Eng",88,302,25.4966887417219,0.0662549302549302,-0.0499831222348229,0.136936018706809,0.0674016354016355,-0.0511868250735902,0.141390935142074,0.239
"Ann Bot",105,368,34.5108695652174,0.123265608396461,0.00727168816949987,0.177999875226099,0.12830678322886,0.0163046645571356,0.183037871956901,0.016
"Ann Chim",65,276,39.4927536231884,0.0178175758574594,-0.0755299368750455,0.0845482715758045,0.0207940606336475,-0.0656019666577985,0.079602521954155,0.753
"Ann Emerg Med",118,405,23.9506172839506,0.0484458054330194,-0.0528721894122638,0.117683920791731,0.0507338883836742,-0.046214901762874,0.115871381354374,0.335
"Ann Epidemiol",63,281,49.4661921708185,0.186760074289206,0.0707089031507327,0.313720053361524,0.189262224754676,0.0833229349682807,0.314937661217499,0
"Ann Hematol",60,312,41.3461538461538,0.0355361248232008,-0.034795223742554,0.110982815612838,0.044138166517122,-0.0296201283926612,0.119183530758993,0.412
"Ann Intern Med",145,578,31.1418685121107,0.0765159531826198,0.00111033932565569,0.0902576779519553,0.0817161847396353,0.00452051541918096,0.0930644521244528,0.048
"Ann Ital Chir",61,360,20.2777777777778,0.0229037822947422,-0.033503066487559,0.0825832388351561,0.0284405108518517,-0.0283553991821752,0.0896979137103109,0.499
"Ann N Y Acad Sci",387,1652,39.4673123486683,0.0472201215791707,0.0148306798067882,0.0829030152191647,0.0477611062250632,0.015591886233646,0.0833354262935836,0.026
"Ann Neurol",108,653,35.375191424196,0.0331297430038736,-0.0273664638843999,0.0435263205638436,0.0350102304009179,-0.0209973757350133,0.0496190854541097,0.21
"Ann Otol Rhinol Laryngol",82,312,25.6410256410256,0.0989655172413793,0.0101127621424004,0.182323101479021,0.10198275862069,0.0136794472369498,0.188522006440911,0.062
"Ann Pharmacother",162,496,42.3387096774194,0.103962703962704,0.00756030292946611,0.172367990876981,0.105569985569986,0.015358234151827,0.175226878632675,0.022
"Ann Plast Surg",133,499,16.6332665330661,0.0893150900304515,0.00144210883559639,0.200562681555391,0.0920801337217,0.00805749710305574,0.196657656562168,0.017
"Ann Saudi Med",75,245,29.3877551020408,0.142421323057161,-0.00330472548130984,0.306631857609195,0.149017876257761,0.00374299543242687,0.314994631281121,0.023
"Ann Surg",89,528,20.0757575757576,0.0544542524154435,-0.0120491538333144,0.0807568522149188,0.0565767178661751,-0.0154847864016348,0.0802769221203365,0.05
"Ann Surg Oncol",70,408,31.3725490196078,-0.0552626001230913,-0.0721271668581184,0.00830751405471022,-0.0512071921753842,-0.0711133403922861,0.0125191573103088,0.091
"Ann Thorac Surg",453,2373,15.9713442899284,0.033556328431389,0.0158881458586293,0.0799468199583941,0.0337282949339436,0.0182614100038708,0.0776758035355648,0.021
"Ann Univ Mariae Curie Sklodowska Med",169,620,58.0645161290323,0.158539886039886,0.0877772732040463,0.239018359309177,0.161497761497761,0.0870705678072895,0.238076732869621,0.001
"Ann Vasc Surg",60,277,13.7184115523466,0.0224059101729218,-0.0391162225484159,0.136443144662889,0.0306814368557377,-0.0311587769902938,0.140796121980887,0.661
"Anticancer Res",227,1324,36.1027190332326,0.069157351751878,0.0281181100675225,0.0935540515577155,0.0704436730595213,0.0288666093976831,0.0939373619324936,0
"Antimicrob Agents Chemother",277,1464,38.1147540983607,0.0562219298315574,0.017180139111818,0.0788390913936662,0.0570329989399989,0.0185590896760583,0.0847059446981508,0.004
"Antioxid Redox Signal",84,272,35.6617647058824,0.102680412371134,0.00451871355480721,0.223186199109783,0.108082754751385,0.00220133864357084,0.236036225963983,0.102
"Antivir Ther (Lond)",50,390,38.4615384615385,0.0138831168831168,-0.0216878081802491,0.059379298470078,0.0175147907647907,-0.0186679357464838,0.0638085566752288,0.621
"Appl Environ Microbiol",568,2498,37.3899119295436,0.0264222147464001,0.00830263084430928,0.0703988238684265,0.0277340086028585,0.00689189504916468,0.0700992045902424,0.096
"Appl Microbiol Biotechnol",125,479,32.776617954071,0.0678914610245465,-0.0133634409114081,0.141276818053568,0.0727658731728638,-0.00684061989823983,0.14314720714207,0.099
"Appl Opt",425,1542,11.9974059662776,0.00156993291849594,-0.0197147405700476,0.0487364272144303,0.00177688689847871,-0.0179362360708802,0.0460452143840349,0.942
"Appl Spectrosc",68,228,22.8070175438597,0.128059440559441,-0.0216859894785133,0.224296754320011,0.137019230769231,-0.0162622167967356,0.230628393245764,0.025
"Aquat Toxicol",104,414,46.1352657004831,0.0309946973178021,-0.068872295223764,0.0614843161482029,0.0351883777012321,-0.0604528384797144,0.0673315613780263,0.457
"Arch Biochem Biophys",86,326,33.7423312883436,-0.0088407220351665,-0.0718101211672748,0.0849993588485624,-0.00453540029928923,-0.066704041206104,0.0898004262386867,0.841
"Arch Cardiol Mex",62,335,22.089552238806,0.0163482843503127,-0.0523107301447335,0.0606195356884444,0.0195179796684192,-0.0472788297011444,0.0649950613694352,0.671
"Arch Dermatol",154,628,43.312101910828,0.0302399317745484,-0.0267209715786998,0.0703663908708249,0.0324434402208278,-0.030300095351678,0.071537808289574,0.406
"Arch Esp Urol",113,566,15.3710247349823,0.0694433874622485,-0.024418200920066,0.140031955683012,0.0731464644213906,-0.0213274156973536,0.138529359953824,0.017
"Arch Gynecol Obstet",73,321,30.5295950155763,0.064629554576475,-0.0231434986740526,0.141292995766918,0.0714834812848906,-0.0162536409349753,0.149968457857562,0.137
"Arch Intern Med",188,900,35.5555555555556,0.0835419698835647,0.0307929102479065,0.13242421418735,0.0850976475033587,0.03293332968298,0.131360518761367,0.003
"Arch Med Res",84,390,36.6666666666667,0.0700702805965964,-0.00820905372479919,0.147125454386203,0.0734703892598629,-0.00677266290604577,0.154391399624095,0.086
"Arch Microbiol",59,245,40,-0.0065597667638484,-0.0630003342218781,0.136200260288594,-0.00447440881114353,-0.0576766096273489,0.130257507756829,0.899
"Arch Neurol",136,783,36.1430395913154,0.0340708319948603,-0.0105369673465182,0.0741577555571362,0.0359095085126887,-0.0044145788582885,0.079507431694796,0.173
"Arch Ophthalmol",125,519,31.2138728323699,-0.00580997831231256,-0.0610778766841442,0.0689639855576889,-0.00371778340966022,-0.0571139528638977,0.0755027348646796,0.877
"Arch Otolaryngol Head Neck Surg",92,369,24.9322493224932,0.0697844025382873,-0.00951119768220771,0.174483049571793,0.0707435477722717,-0.00347856718176289,0.165578069788356,0.119
"Arch Pathol Lab Med",159,551,38.475499092559,0.0132785106027717,-0.0535053887625682,0.083781073164732,0.0164289292273931,-0.0490001606690608,0.0878559473015427,0.774
"Arch Pediatr Adolesc Med",91,358,51.6759776536313,0.076962379390125,-0.0164566616655431,0.148480536762279,0.0839330908117035,-0.0103657477250473,0.150397866911084,0.109
"Arch Phys Med Rehabil",163,669,46.3378176382661,0.126354569143679,0.031476000670946,0.150849560051693,0.129176625632731,0.0310921430722424,0.160941513749013,0
"Arch Surg",79,345,20,0.0519049187527448,-0.0435088065096664,0.101016601402327,0.0571161929857582,-0.0409676253151573,0.110476086145239,0.238
"Arq Bras Cardiol",98,484,25.8264462809917,0.056079090949286,0.0086085191287322,0.10372753503477,0.0611735597117213,0.0127386112242838,0.111343156245558,0.102
"Arq Bras Endocrinol Metabol",88,376,52.6595744680851,0.0887337797450156,-0.0132586086270499,0.140791114609392,0.09245594882299,-0.0105814880516276,0.138512512979176,0.047
"Arq Bras Oftalmol",74,311,35.3697749196141,0.0880521634252978,-0.000485390981758823,0.188526263300439,0.0909603497663199,-0.00682151849331051,0.189231872717423,0.034
"Arq Neuropsiquiatr",115,496,31.8548387096774,0.256719132863242,0.128945950274013,0.309050027200828,0.260840457821957,0.136214292848967,0.312389699221283,0
"Arterioscler Thromb Vasc Biol",161,946,31.6067653276956,0.0539540667158228,0.0129569112091386,0.0935523067680658,0.0560567578964813,0.0146965784999598,0.093378710797931,0.011
"Arthritis Res Ther",65,364,40.1098901098901,0.0281909201351203,-0.0155368432105444,0.110012330738652,0.0304667575592548,-0.0121879715060889,0.110020305512463,0.44
"Arthritis Rheum",255,1376,38.0813953488372,0.0916621061530115,0.0497473431695205,0.124720404880473,0.0934432607769711,0.0530394765647679,0.124480353159705,0
"Arthroscopy",149,568,11.0915492957746,0.0475735464702933,-0.00414092337730691,0.106807202687232,0.0527094886359384,0.000396538735488064,0.113059210015509,0.181
"Asian Cardiovasc Thorac Ann",61,257,12.0622568093385,0.0817061566276525,-0.0703865016625885,0.201292155463961,0.0917071081929774,-0.0679274500602075,0.21118524618138,0.12
"Atherosclerosis",115,712,34.2696629213483,0.0705250780387393,0.0239051302179775,0.131549454159553,0.0735275451122446,0.032909997680595,0.129095041657571,0.005
"Aust Fam Physician",135,406,48.0295566502463,0.156654109450318,0.0221319757505837,0.20339823034803,0.159854174261757,0.0263107553090071,0.202850674312699,0.004
"Aust N Z J Obstet Gynaecol",70,250,44.8,0.170610273094745,0.0282908462696961,0.254186473902996,0.178078477767919,0.0338879096023907,0.274643337873262,0.002
"Aust N Z J Psychiatry",97,349,35.8166189111748,0.0837994588744588,0.0263028176474283,0.200885416308274,0.0864284902597403,0.0232144471970378,0.199887505669362,0.075
"Aust N Z J Public Health",72,289,52.9411764705882,0.186026936026936,0.0566966983295954,0.257261976328475,0.192196268237935,0.0610934941229963,0.270466477146442,0
"Aviat Space Environ Med",87,331,21.7522658610272,0.0493664582950297,-0.0690045314572295,0.0957804087527,0.0558699005127576,-0.0604017726513611,0.0979295738661421,0.31
"BJU Int",260,1070,15.0467289719626,0.0849108030195705,0.00167803609117599,0.132827602406042,0.0864211901817217,0.00143797915765201,0.137122387975575,0.001
"BMC Bioinformatics",217,816,20.0980392156863,0.0565471562703346,0.0103742269864587,0.103657016715327,0.0596671733174802,0.0140740326825857,0.10592872500864,0.072
"BMC Cancer",96,605,38.3471074380165,0.0926158901394641,0.0375370103741991,0.156932535404944,0.0969243389695572,0.0406941740106263,0.163040156196357,0
"BMC Genomics",91,413,30.7506053268765,0.0385684525448305,-0.0235773551293475,0.0779289694978921,0.0429778554778555,-0.0178200784898741,0.0823424535335006,0.337
"BMC Health Serv Res",58,263,42.2053231939163,-0.00252828015985906,-0.0647850026712605,0.118758627755526,0.00283923491160337,-0.0643488350626735,0.123356759056045,0.953
"BMC Infect Dis",86,472,38.771186440678,0.101426075956679,0.0269000908837132,0.151638383324067,0.102607764664603,0.024039915782293,0.151238984674724,0.001
"BMC Public Health",120,586,40.1023890784983,0.0907262337522385,0.0408215970034306,0.166548703754507,0.0913674242752258,0.0419854893965236,0.162316221460802,0.001
