"journal","n.useable.papers","n.authors","gender.ratio.of.sample","observed.alpha","lower.95.CI","upper.95.CI","alpha.adjusted","lower.95.CI2","upper.95.CI2","two.tail.p.value"
"Acad Emerg Med",139,438,36.5296803652968,0.228628663003663,0.100286392342242,0.356485577871944,0.228159340659341,0.104980864830532,0.358635872472536,0
"Acad Med",93,271,51.6605166051661,0.136036556036556,-0.0456335565455754,0.310945725633024,0.134609187109187,-0.0455155428095932,0.312359848484848,0.089
"Acad Psychiatry",61,167,41.3173652694611,-0.0142654616338826,-0.237886382623225,0.187362140646161,-0.0207083364978102,-0.228765784852076,0.183473739193311,0.893
"Acad Radiol",78,261,22.9885057471264,0.184061510148467,-0.0724716891090131,0.459189071394177,0.192114367114367,-0.0789468784177635,0.491605336497404,0.07
"Accid Anal Prev",63,143,32.1678321678322,-0.0645648211437685,-0.254978868353868,0.130646371580547,-0.0610318409660515,-0.24142385231048,0.141667900812638,0.534
"Acta Biochim Pol",68,205,48.2926829268293,-0.0650342712842713,-0.258878332315832,0.125670563305581,-0.0637987012987012,-0.255509149742994,0.138239908984398,0.465
"Acta Cir Bras",67,242,27.6859504132231,-0.0595017636684303,-0.1820345422856,0.0704036922851869,-0.0562158289241623,-0.178706034639006,0.074907906418323,0.397
"Acta Crystallogr",253,692,28.4682080924856,0.149547399605003,0.0258764255712001,0.268639347194277,0.150214870894594,0.0256955333135421,0.266654434758211,0.007
"Acta Crystallogr D Biol Crystallogr",72,217,23.963133640553,0.103876320811805,-0.125077582492837,0.359281620055429,0.11305596285435,-0.111885521712351,0.387472617815349,0.335
"Acta Crystallogr Sect F Struct Biol Cryst Commun",187,801,38.3270911360799,0.00442732648614996,-0.102410096690633,0.115991814151602,0.00053428778918968,-0.108468592081136,0.109523585290161,0.945
"Acta Cytol",61,197,45.6852791878173,0.00291950113378681,-0.158967960858586,0.143889590294952,0.00589427437641721,-0.142933403010941,0.164091316506277,0.978
"Acta Derm Venereol",97,309,44.9838187702265,0.0710281385281386,-0.117242665959771,0.266944725596041,0.0719751082251082,-0.114527080341799,0.250888379594262,0.393
"Acta Neuropathol",52,205,30.7317073170732,0.0797619047619047,-0.090718927154195,0.26765715492278,0.0886591478696742,-0.0875306848201585,0.274629351923518,0.348
"Acta Obstet Gynecol Scand",126,380,56.5789473684211,0.154429457953394,0.0107213444080666,0.291421612131502,0.158535967578521,0.0164866427969211,0.292389038568647,0.03
"Acta Oncol",85,307,32.5732899022801,-0.0275618268697854,-0.21255679495528,0.150672540142818,-0.0289423055318384,-0.218308022184055,0.165527798092951,0.77
"Acta Ophthalmol Scand",84,263,37.2623574144487,0.21245275888133,0.0842769717261905,0.345879416556359,0.217422524565382,0.0830131264006578,0.348011769061263,0.008
"Acta Orthop",97,305,13.1147540983607,0.0358201058201058,-0.102986842105263,0.187472325419838,0.0475595238095238,-0.0912433862433861,0.200950887523468,0.732
"Acta Orthop Belg",97,235,8.51063829787234,-0.085925925925926,-0.127925115157777,-0.047468339307049,-0.0753174603174602,-0.117058690503213,-0.039574586106844,0.227
"Acta Orthop Traumatol Turc",50,168,3.57142857142857,-0.0363945578231292,-0.0722567597517731,-0.00694444444444453,-0.001814058956916,-0.0367465179777585,0.0275510957929271,0.52
"Acta Otolaryngol",86,302,27.4834437086093,-0.0142857142857143,-0.146534955346112,0.127300367953193,-0.0119874338624339,-0.143688527225916,0.112985919660262,0.856
"Acta Paediatr",242,795,45.2830188679245,0.00893219237942389,-0.0832132052330251,0.101283414688362,0.00890720011439133,-0.0788346612227577,0.10128435853933,0.842
"Actas Dermosifiliogr",184,765,51.2418300653595,0.115336679112189,0.0146200262521248,0.21879900054022,0.114966643027867,0.00717076563166126,0.211232294291876,0.028
"Addict Behav",125,354,45.7627118644068,-0.0102857142857142,-0.13766914337565,0.124626280060739,-0.0132142857142856,-0.137813107008589,0.104907258657728,0.858
"Addiction",109,283,39.9293286219081,0.0558288326449927,-0.0933123829348298,0.196697389353639,0.0519238236436161,-0.0896026021690785,0.186454796941917,0.429
"Adv Exp Med Biol",177,458,35.1528384279476,0.135578238229586,-0.0142169392617534,0.289856124631854,0.134020638859348,-0.0143910131411511,0.298112234835855,0.054
"Adv Neurol",65,105,35.2380952380952,0.0321969696969697,-0.15261634648574,0.251884746588694,0.0367965367965369,-0.160005788784858,0.236917257460736,0.792
"Aesthetic Plast Surg",53,155,23.8709677419355,0.221043771043771,-0.0306983364629977,0.504023170785428,0.22550505050505,-0.0237575757575758,0.495907775673401,0.042
"Age Ageing",76,223,46.6367713004484,0.0398897885739991,-0.157662070209484,0.215873389205464,0.0318986568986568,-0.140658593494025,0.216513227519397,0.675
"Aging Clin Exp Res",67,257,47.8599221789883,0.113348990389807,-0.103689351401936,0.30646447777908,0.106751430731023,-0.0984979117465704,0.303475882679284,0.226
"Alcohol Clin Exp Res",120,463,43.1965442764579,0.0307937451074706,-0.080432724563724,0.144218450814082,0.0327557366380896,-0.0887645701657316,0.146650339773292,0.59
"Am Fam Physician",112,157,35.031847133758,0.0649305555555556,-0.0972631203337725,0.246747555412152,0.0653645833333334,-0.101987336834585,0.227832856785649,0.425
"Am Heart J",212,1157,26.5341400172861,0.107903793175025,-0.00795992495744382,0.221187719744038,0.1041497680226,-0.000754624983031493,0.221554966960943,0.02
"Am J Bioeth",51,86,40.6976744186046,0.219464285714286,-0.0696455450867216,0.471196189001917,0.222053571428571,-0.0307283104322578,0.496038730008132,0.092
"Am J Cardiol",360,1764,21.5419501133787,0.0639651819045617,-0.00802677087718319,0.141450634790309,0.0672821702368226,-0.0112231793780302,0.144853543825101,0.074
"Am J Clin Nutr",163,668,50.8982035928144,0.0683557255401916,-0.0408471833777735,0.167858013464629,0.0702215929521755,-0.0311969148121255,0.164411873899122,0.202
"Am J Clin Oncol",56,260,28.4615384615385,-0.0130503281722794,-0.19241906275154,0.189772925771229,-0.00822259267381209,-0.202064677643946,0.218929692921077,0.894
"Am J Clin Pathol",115,380,40.2631578947368,-0.0329901805511562,-0.147540639589169,0.0918179389665565,-0.0361611175635566,-0.154320411630407,0.0883191505105866,0.634
"Am J Dent",57,182,40.6593406593407,0.125110741971207,-0.0854835359675784,0.324811046511628,0.119961240310077,-0.0938671428842857,0.328928017718715,0.207
"Am J Dermatopathol",58,174,37.3563218390805,0.219957729468599,-0.00126612879194227,0.454151818134661,0.219444444444444,-0.0152844156986467,0.458838160099349,0.05
"Am J Emerg Med",84,213,23.4741784037559,0.0815295815295816,-0.0686830357142857,0.239615766003638,0.0822390572390573,-0.0628054927779192,0.240470658970659,0.337
"Am J Epidemiol",129,513,45.224171539961,0.0736904989434828,-0.0350376214770312,0.18664285055514,0.0719112174223746,-0.0447053894810193,0.187170838825246,0.167
"Am J Gastroenterol",186,799,29.7872340425532,0.100957271894772,-0.012722024331945,0.218687823315325,0.10456745511433,-0.0230520503394546,0.228861448187229,0.087
"Am J Geriatr Psychiatry",66,263,40.3041825095057,0.0864860229806208,-0.106018452380952,0.261892275319457,0.0833388117151623,-0.0982775896668191,0.268144697752369,0.316
"Am J Health Syst Pharm",130,311,47.2668810289389,0.170332223252194,0.0304152877026027,0.318746155896342,0.173081962898113,0.0185152475581077,0.319151216348171,0.014
"Am J Hematol",94,371,38.544474393531,0.0251936456400742,-0.135145504597615,0.183253171440287,0.0197686688311688,-0.140445610669884,0.184868343591069,0.757
"Am J Hum Genet",60,442,38.0090497737557,0.134220947104841,-0.0100511273028577,0.262955177338254,0.142855781755495,-0.00567853770325622,0.291338700841234,0.083
"Am J Hypertens",86,364,31.8681318681319,-0.0472680097680097,-0.250316109222907,0.153705163991102,-0.0420774827024826,-0.251529917709605,0.170404260238121,0.698
"Am J Ind Med",50,153,41.1764705882353,-0.0353877314814814,-0.212722303397855,0.125534090909091,-0.0429542824074073,-0.205767153005838,0.125302139194523,0.711
"Am J Infect Control",62,224,53.5714285714286,0.14905118030118,-0.0252574674046714,0.325196824023396,0.15487382987383,-0.021229586239069,0.318048451478778,0.1
"Am J Kidney Dis",170,675,34.5185185185185,0.0667174877028892,-0.0602095274082522,0.190112099538139,0.0668139139854469,-0.0634985371087397,0.196784865541415,0.279
"Am J Manag Care",60,198,43.9393939393939,-0.0382804232804232,-0.253734270951284,0.176813112689038,-0.0377248677248677,-0.255897494010524,0.189161088194143,0.719
"Am J Med",185,506,32.0158102766798,0.216009350544022,0.0936955883222117,0.350533862433862,0.215441785885445,0.0887409600125298,0.352556312001586,0
"Am J Med Genet",169,782,50.8951406649616,0.0773568439830576,-0.0254748278538837,0.177996413996097,0.0770512569056259,-0.026768808479624,0.175388949917802,0.114
"Am J Obstet Gynecol",307,1162,47.5043029259897,0.0445182106946813,-0.0393273443679173,0.130261472460044,0.0454307654307655,-0.0381251816731369,0.125096369857334,0.264
"Am J Occup Ther",50,116,82.7586206896552,0.027234753550543,-0.129389188629997,0.185392951642952,0.0295388091440723,-0.122387451312263,0.174985648306372,0.786
"Am J Ophthalmol",241,729,31.5500685871056,-0.00988402378495257,-0.103725846262486,0.0823971673906273,-0.00856080151358785,-0.106241809247401,0.0876437244310995,0.842
"Am J Orthod Dentofacial Orthop",118,329,27.355623100304,0.0227834302325581,-0.0994434651817716,0.142230710638998,0.0223231589147287,-0.0887545561370203,0.148163749337441,0.691
"Am J Orthop",54,119,11.7647058823529,-0.0161028893587033,-0.110008985200846,0.117363591269841,-0.00954897815362937,-0.112712997007486,0.1121832107673,0.859
"Am J Pathol",109,566,46.643109540636,-0.0141029681474575,-0.158898559205677,0.126792471054157,-0.0161375235819118,-0.162010716523677,0.140623738145511,0.841
"Am J Phys Anthropol",76,197,46.1928934010152,0.0274592074592075,-0.161995754610886,0.210273976433739,0.0339994172494173,-0.152050811307868,0.234259500915751,0.771
"Am J Phys Med Rehabil",65,177,40.6779661016949,0.0550011671335201,-0.162157013373531,0.280606054015809,0.0506273342670402,-0.163541798234445,0.269950241207594,0.606
"Am J Physiol Cell Physiol",105,361,42.9362880886427,0.0210182735645699,-0.154429779742501,0.195778932358793,0.0250759357240839,-0.147349643676472,0.197537871062999,0.792
"Am J Physiol Endocrinol Metab",119,502,37.2509960159363,0.0776645422478756,-0.0937119558127615,0.266088198700822,0.0786651234567901,-0.0973288976570453,0.261701295625594,0.255
"Am J Physiol Gastrointest Liver Physiol",83,364,40.1098901098901,0.155973267671129,-0.0547119364621696,0.378864245854684,0.160359415539897,-0.0387607941335885,0.367683320404321,0.084
"Am J Physiol Heart Circ Physiol",206,684,32.4561403508772,0.127309477397197,0.00331792503407081,0.256236191181899,0.124331198366286,0.00360529200467503,0.248472253178048,0.03
"Am J Physiol Lung Cell Mol Physiol",85,337,36.4985163204748,-0.00244880178260265,-0.145238682926653,0.15305085410111,0.000209923316515148,-0.145511864285232,0.146616435942019,0.974
"Am J Physiol Regul Integr Comp Physiol",154,492,40.4471544715447,0.118032015065913,-0.018156308356676,0.26102875692831,0.115704589274504,-0.0196021091126037,0.259000694517888,0.077
"Am J Physiol Renal Physiol",90,272,39.3382352941176,-0.0130516840882694,-0.19040779232341,0.165684677485452,-0.00525914634146341,-0.184823049185641,0.154600148291024,0.921
"Am J Prev Med",128,417,48.6810551558753,0.0206845238095238,-0.106903515279523,0.143504646359634,0.0213293650793651,-0.105538886309055,0.151945790212869,0.716
"Am J Psychiatry",204,697,37.0157819225251,0.078391269016269,-0.037771850561192,0.181588497378118,0.0752492018117019,-0.0311835606898107,0.182052004692827,0.128
"Am J Public Health",170,471,53.7154989384289,0.10046315691477,-0.0172983581664648,0.222146330836657,0.0984481084711499,-0.0207710623167716,0.213622350058341,0.074
"Am J Respir Cell Mol Biol",58,213,39.4366197183099,0.371619368286035,0.175641026333203,0.55241537579297,0.374243780910448,0.18536146336437,0.56470350869936,0
"Am J Respir Crit Care Med",200,906,32.1192052980132,0.143953710430983,0.0231618969221429,0.275797756628525,0.144805418171895,0.0264272801792824,0.259485202968591,0.014
"Am J Rhinol",56,168,17.8571428571429,-0.0142361111111112,-0.181079343971631,0.156448393509564,-0.0131944444444446,-0.180957123233909,0.181858333333333,0.878
"Am J Sports Med",116,379,16.8865435356201,0.0922268907563024,-0.0314043487055016,0.235044180118946,0.102760270774977,-0.0252097118409225,0.240234973717154,0.176
"Am J Surg",117,422,31.5165876777251,0.231308989364545,0.0753836822358589,0.379053635700187,0.232375006680562,0.0837877359931785,0.390208054054955,0.003
"Am J Surg Pathol",98,335,35.8208955223881,0.0234844720496894,-0.118813283197016,0.165598834325397,0.0257015182884748,-0.118395485147643,0.156376969467336,0.739
"Am J Trop Med Hyg",127,555,40.7207207207207,0.0214541348304235,-0.111568058961433,0.145514124548248,0.0192134717134717,-0.118295604967175,0.141926604018524,0.749
"Am J Vet Res",200,683,41.4348462664714,-0.0220728223973807,-0.120287833511518,0.0773071893648378,-0.0222122049925873,-0.116444080149904,0.0739249494636511,0.659
"Am Nat",82,156,26.9230769230769,0.338571428571429,0.0643787023324694,0.603786869225302,0.349030612244898,0.0706843820861679,0.59823853103564,0.004
"Am Surg",109,336,21.4285714285714,0.084944684944685,-0.084708647237642,0.263552784561057,0.0865099406766074,-0.0972232260069271,0.271517627052619,0.339
"Anadolu Kardiyol Derg",54,169,19.5266272189349,0.0210310015188063,-0.155350007881755,0.223462981764612,0.0289120432413115,-0.135297782998873,0.241211410054048,0.821
"Anaerobe",50,141,51.7730496453901,0.0451871657754011,-0.172157239690134,0.270098256936492,0.0349524658348188,-0.193496167027417,0.252822867151911,0.675
"Anal Bioanal Chem",225,642,37.2274143302181,-0.0119952642783148,-0.118559867201615,0.0930339697672854,-0.0110855209483587,-0.103388491478061,0.0957349988925557,0.819
"Anal Biochem",180,565,37.5221238938053,0.0290313989491301,-0.11121697562034,0.178910625251471,0.0314276006281851,-0.102583605408492,0.180985853674413,0.668
"Anal Chem",428,1173,29.3265132139812,0.094284989490469,0.00137551906273786,0.183459880619918,0.0952223309415092,0.00280160717004367,0.188357406307588,0.027
"Anal Sci",87,201,33.8308457711443,0.145154320987654,-0.0288260233918129,0.319475752240717,0.148055555555555,-0.0341564979294866,0.321942832569304,0.097
"Analyst",64,166,36.7469879518072,0.378201058201058,0.104292037327752,0.618056186868687,0.385069745069745,0.0911219110750362,0.635546631730842,0.001
"Anat Rec A Discov Mol Cell Evol Biol",57,165,46.0606060606061,0.0398143523143523,-0.212948660714286,0.283663627152989,0.0360889110889111,-0.215477207725849,0.267674430704954,0.759
"Anesth Analg",377,1273,25.2160251374705,0.091950265384808,0.00827437903416338,0.179143934613287,0.0942460943367884,0.00772944000175588,0.182360905821303,0.024
"Anesthesiology",180,598,28.0936454849498,0.081840545903046,-0.0415324074074076,0.206481974483217,0.0817349715787217,-0.0400302048187968,0.211786951116846,0.188
"Angew Chem Int Ed Engl",567,1638,21.7948717948718,-0.0119553376906318,-0.0923712238406553,0.0749907231911642,-0.0124776134907804,-0.0897389342007055,0.071595030099045,0.752
"Angle Orthod",79,194,29.3814432989691,0.145454545454545,-0.0492945888275914,0.338004112941194,0.14132110579479,-0.051014619883041,0.332799756215251,0.093
"Ann Acad Med Stetin",50,124,58.8709677419355,0.262285714285714,0.0298551968864469,0.468257046568627,0.263761904761905,0.055222791097791,0.486090764877903,0.013
"Ann Allergy Asthma Immunol",112,368,40.7608695652174,0.118239795918367,-0.0306235660550052,0.261637001391466,0.117852418745276,-0.0257400750704322,0.264336166795323,0.092
"Ann Biomed Eng",88,214,29.4392523364486,0.0930501930501931,-0.115617967651196,0.325752109633808,0.097506435006435,-0.115952059202059,0.347715116415116,0.399
"Ann Bot",105,263,37.6425855513308,0.125038651824366,-0.0510088557363873,0.303218683917229,0.119310451453309,-0.0435326721734696,0.290940014315459,0.129
"Ann Chim",65,211,40.2843601895735,-0.0584712543554007,-0.231366232332305,0.109707659633902,-0.0561677313201703,-0.227990713977757,0.118694132711595,0.482
"Ann Emerg Med",118,287,25.4355400696864,0.0190956551328891,-0.14513535721648,0.200505898740435,0.0213934558349452,-0.140417677776922,0.206477280428288,0.795
"Ann Epidemiol",63,218,54.1284403669725,0.118447227375799,-0.0732004072681704,0.321842257254037,0.113840359376074,-0.110383387695968,0.311729313903478,0.174
"Ann Hematol",60,252,42.0634920634921,0.0974415974415973,-0.0680400236867257,0.255132213010121,0.0984202864637646,-0.0520929034616276,0.245733378776857,0.246
"Ann Intern Med",145,433,32.5635103926097,0.119821530670587,-0.0091384748593907,0.254883513920023,0.123537298655223,0.00212486672621045,0.259723543837145,0.092
"Ann Ital Chir",61,299,20.7357859531773,-0.0413239538239539,-0.178378467160674,0.112783037959076,-0.0383369408369409,-0.172525023617752,0.112746060040178,0.578
"Ann N Y Acad Sci",387,1265,42.9249011857708,0.0532869936717043,-0.0232035260216142,0.12801803649892,0.0553199932195131,-0.0261095898581601,0.13374220546898,0.223
"Ann Neurol",108,545,38.348623853211,0.111011504351885,-0.0226130804367213,0.227693040744639,0.113340136490242,-0.0139722610917341,0.241841850407046,0.09
"Ann Otol Rhinol Laryngol",82,230,29.5652173913043,0.0621031746031746,-0.150602760306605,0.318298648360268,0.0583333333333333,-0.135432595208482,0.293987528044861,0.554
"Ann Pharmacother",162,334,45.5089820359281,0.0924624226348364,-0.0440105954664185,0.229358531120317,0.0927959612226854,-0.046389548493688,0.244360458807296,0.177
"Ann Plast Surg",133,366,17.7595628415301,0.0357878997009432,-0.114434913201082,0.211760271891851,0.0358753163100989,-0.115678341937853,0.21528771950452,0.617
"Ann Saudi Med",75,170,28.8235294117647,0.137567685937251,-0.0358587617739403,0.321458035714286,0.141215758878802,-0.0331199594214799,0.31403356967731,0.108
"Ann Surg",89,439,22.0956719817768,0.112025462962963,-0.0920668258269884,0.356957894710154,0.111566824379324,-0.0834371000485458,0.34131017541058,0.183
"Ann Surg Oncol",70,338,34.9112426035503,-0.166005314130314,-0.331854118091257,0.0130595641117357,-0.15995168026418,-0.316826338395814,0.0213450900950902,0.134
"Ann Thorac Surg",453,1920,17.7083333333333,-0.0260407131783943,-0.0952825133966619,0.05198661299529,-0.0240221232069057,-0.0889142849401115,0.0543088247836065,0.548
"Ann Univ Mariae Curie Sklodowska Med",169,451,60.7538802660754,0.154457364341085,0.0498645964671915,0.263453259373925,0.151941653657821,0.0449080515448089,0.259211199771494,0.003
"Ann Vasc Surg",60,217,16.1290322580645,-0.0977443609022556,-0.223442398368803,0.0844585747434567,-0.0935568086883875,-0.225248449513615,0.0879694362415879,0.417
"Anticancer Res",227,1097,39.4712853236098,0.0641491983600364,-0.0355911966028116,0.158053492602178,0.0623105151549989,-0.0361808954307658,0.149687322581893,0.149
"Antimicrob Agents Chemother",277,1187,41.3647851727043,0.0566538969204214,-0.0251414113699588,0.147536048886782,0.0570998500236241,-0.0275204488731229,0.147074468900527,0.152
"Antioxid Redox Signal",84,188,43.0851063829787,0.181298144257703,-0.0668944030503993,0.403317999678078,0.182037815126051,-0.0476572250877592,0.421115502162657,0.104
"Antivir Ther (Lond)",50,340,40.8823529411765,-0.0462314750776288,-0.211619301784807,0.140223123937822,-0.0427241561856945,-0.204142591162738,0.140264719021045,0.591
"Appl Environ Microbiol",568,1930,41.2953367875648,0.0398375887975275,-0.0238969028040665,0.0983216820737221,0.041417484569444,-0.0193208710422726,0.108551907095798,0.193
"Appl Microbiol Biotechnol",125,354,36.7231638418079,0.0943027210884354,-0.0613651892180847,0.230945859845375,0.0939585357952705,-0.0666723331263721,0.243918700284546,0.217
"Appl Opt",425,1117,12.1754700089526,-0.0240058041960451,-0.082704956611245,0.0421224892916666,-0.0205288111951973,-0.0803955391018201,0.0396518772195466,0.545
"Appl Spectrosc",68,160,26.25,0.217011494252873,-0.0333908045977011,0.479119226818379,0.219655172413793,-0.0322894339424358,0.468329194033935,0.048
"Aquat Toxicol",104,310,51.2903225806452,0.14661044973545,0.00925256283068775,0.281848222480127,0.150512566137566,0.00779827363692081,0.29404590725179,0.046
"Arch Biochem Biophys",86,240,39.5833333333333,0.0347417840375587,-0.166893794091711,0.2407841442256,0.0351721439749609,-0.174249261911337,0.223890107728335,0.754
"Arch Cardiol Mex",62,273,23.4432234432234,0.0809413217501452,-0.120907687701019,0.296979642148276,0.0798429919753448,-0.130375757075687,0.317472721314633,0.378
"Arch Dermatol",154,474,47.4683544303797,0.0516760939509001,-0.0633726394598243,0.170429420985899,0.0484739664347936,-0.0812235807828497,0.166600980220501,0.412
"Arch Esp Urol",113,453,16.7770419426049,0.0557564439917382,-0.123098969895845,0.26607289550727,0.0588008940950118,-0.118887750062391,0.262090130336226,0.507
"Arch Gynecol Obstet",73,248,33.0645161290323,0.10593410609858,-0.0563461167575332,0.272856259727316,0.105251409774436,-0.0616034126630135,0.265973637397028,0.174
"Arch Intern Med",188,712,37.2191011235955,0.0948726055595502,-0.0156164015305437,0.215711185764436,0.0944243011109041,-0.0225000026309167,0.214450273490636,0.095
"Arch Med Res",84,306,37.5816993464052,0.0734977324263039,-0.0779166546748859,0.227842875287457,0.0747519841269841,-0.0767023419637428,0.226110489517444,0.309
"Arch Microbiol",59,186,44.6236559139785,-0.0952092352092352,-0.299337564813159,0.100135972496706,-0.0912851731601731,-0.287482447502433,0.123201511051968,0.306
"Arch Neurol",136,647,39.8763523956723,0.0999314249314249,-0.0137291502349732,0.210712001449852,0.0992738907738907,-0.0107516297145678,0.208277522198064,0.102
"Arch Ophthalmol",125,394,35.2791878172589,0.0151402590021515,-0.138816470993552,0.180572820467798,0.0200518613242398,-0.144787622064636,0.18986822394333,0.856
"Arch Otolaryngol Head Neck Surg",92,277,26.3537906137184,0.0312928439821014,-0.132278295420547,0.19028770864419,0.0348605532095079,-0.119267467064028,0.211695415524402,0.693
"Arch Pathol Lab Med",159,392,42.0918367346939,0.0481799102619771,-0.0797063433547002,0.18596275003762,0.0470387357070488,-0.0765247838932859,0.174657447664004,0.451
"Arch Pediatr Adolesc Med",91,267,55.8052434456929,0.143303270803271,-0.0035044189697823,0.300016254942499,0.144597162097162,-0.0146893531402461,0.283271259935583,0.063
"Arch Phys Med Rehabil",163,506,47.6284584980237,0.110360777058279,-0.00183983112459825,0.222680920541733,0.112223764004523,0.00103729079434841,0.227114598489173,0.032
"Arch Surg",79,266,21.8045112781955,0.154411764705882,-0.0668321361857322,0.392348035815906,0.156920836516425,-0.0624673568785222,0.400194695916139,0.14
"Arq Bras Cardiol",98,386,27.2020725388601,0.0326790801790802,-0.0984139335683224,0.172361595044522,0.0357844932844933,-0.0897584861126527,0.16306259547331,0.649
"Arq Bras Endocrinol Metabol",88,288,55.9027777777778,0.117046458222929,-0.0200893126633789,0.265377029190054,0.113263788999083,-0.0333898826625808,0.249456239150198,0.106
"Arq Bras Oftalmol",74,237,38.8185654008439,0.0462962962962964,-0.151496477099612,0.246342276674938,0.0524140211640213,-0.134625683795175,0.234739318159129,0.611
"Arq Neuropsiquiatr",115,381,33.8582677165354,0.287680910375377,0.122737346729979,0.448770668196356,0.290996009470348,0.13957232150675,0.453759969795166,0
"Arterioscler Thromb Vasc Biol",161,785,34.5222929936306,0.0744139423650702,-0.0423391005985309,0.20287349781706,0.0807374434254133,-0.0505059135224415,0.207035241374179,0.207
"Arthritis Res Ther",65,299,44.1471571906355,0.00371115812292289,-0.183408289561591,0.19602904608147,0.0071419593478417,-0.181485715591598,0.188534774976954,0.965
"Arthritis Rheum",255,1121,40.7671721677074,0.0647662079547866,-0.0232132290222498,0.15970858380838,0.0651810195300642,-0.0228568526843432,0.160308884102044,0.133
"Arthroscopy",149,419,11.4558472553699,0.0937052831082682,-0.0250516225923834,0.216867013823536,0.102745794835347,-0.014742545329471,0.222695367195667,0.135
"Asian Cardiovasc Thorac Ann",61,196,13.265306122449,0.126309523809524,-0.139941520467836,0.537102654301247,0.137797619047619,-0.114188074352548,0.583255336617406,0.255
"Atherosclerosis",115,597,38.0234505862647,0.0771915259610338,-0.0610600090769445,0.218467491737653,0.0781974586371346,-0.0628825469581771,0.231057970212105,0.238
"Aust Fam Physician",135,271,50.5535055350554,0.228162518926066,0.0986031819847191,0.355911982981052,0.22628883841938,0.0986398145260108,0.359925746400315,0.003
"Aust N Z J Obstet Gynaecol",70,180,48.3333333333333,0.195291005291005,0.0110445781573499,0.375333317836704,0.197259259259259,0.00482787165992589,0.375147716229349,0.032
"Aust N Z J Psychiatry",97,252,40.0793650793651,-0.0492528019925279,-0.221655121870883,0.118464267534179,-0.0456370208938701,-0.205489290301968,0.128185812840631,0.546
"Aust N Z J Public Health",72,217,54.3778801843318,0.203495378495378,0.0377719381313131,0.368685708861456,0.209688097188097,0.0407607138533028,0.374038740132401,0.014
"Aviat Space Environ Med",87,244,24.5901639344262,0.142365079365079,-0.137688172700587,0.424752870813397,0.15302380952381,-0.0925426781376149,0.408115526114646,0.199
"BJU Int",260,810,16.9135802469136,0.174270244821092,0.0306214440504335,0.331507230389132,0.177934153887544,0.0213944867033754,0.340805458172433,0.003
"BMC Bioinformatics",217,599,22.20367278798,0.086411587218039,-0.0328033640453426,0.215562046731402,0.0912030323320647,-0.0290141666910837,0.213988760856858,0.145
"BMC Cancer",96,509,40.8644400785855,0.222421829713496,0.106545679844179,0.334583893482526,0.22502634325551,0.106034466564924,0.342514883164883,0
"BMC Genomics",91,322,35.4037267080745,0.0813186813186814,-0.0782213012173068,0.25149378489737,0.0795584045584046,-0.0826598197506247,0.243207808963291,0.329
"BMC Health Serv Res",58,205,46.8292682926829,-0.108015873015873,-0.299318160468178,0.101600988880401,-0.109044850498339,-0.292957672918974,0.0975684143016285,0.235
"BMC Infect Dis",86,386,40.1554404145078,0.0907463670702586,-0.0493308568025781,0.226978445135078,0.0926107622536194,-0.0540006916984482,0.214753566148837,0.149
"BMC Public Health",120,466,44.4206008583691,0.180175255214075,0.0459361561174877,0.3111008002952,0.180801274725964,0.0505836160235253,0.308612797223522,0.006
